district_name,week_end_sunday,imd_weekly_rainfall_mm
Ballari,2016-09-04,9.496574345231055
Ballari,2016-09-11,2.2934028923511507
Ballari,2016-09-18,24.68707710057497
Ballari,2016-09-25,24.180871546268463
Ballari,2016-10-02,13.391590487957
Ballari,2016-10-09,0.0
Ballari,2016-10-16,4.81699056327343
Ballari,2016-10-23,0.0
Ballari,2016-10-30,0.0
Ballari,2016-11-06,1.3083533823490143
Ballari,2016-11-13,0.0
Ballari,2016-11-20,3.273194670677185
Ballari,2016-11-27,0.0
Ballari,2016-12-04,1.1401763200759887
Ballari,2016-12-11,0.0
Ballari,2016-12-18,5.493041118979454
Ballari,2016-12-25,0.0
Ballari,2017-01-01,0.0
Ballari,2017-01-08,0.0
Ballari,2017-01-15,0.0
Ballari,2017-01-22,0.0
Ballari,2017-01-29,0.0
Ballari,2017-02-05,0.0
Ballari,2017-02-12,0.0
Ballari,2017-02-19,0.0
Ballari,2017-02-26,0.0
Ballari,2017-03-05,0.0
Ballari,2017-03-12,0.054017430543899535
Ballari,2017-03-19,20.634279680252074
Ballari,2017-03-26,0.0
Ballari,2017-04-02,0.0
Ballari,2017-04-09,0.18469662666320802
Ballari,2017-04-16,0.0
Ballari,2017-04-23,0.0
Ballari,2017-04-30,4.84659731388092
Ballari,2017-05-07,7.103628087043763
Ballari,2017-05-14,11.86287381350994
Ballari,2017-05-21,23.945705592632294
Ballari,2017-05-28,1.7076233208179474
Ballari,2017-06-04,2.699336513876915
Ballari,2017-06-11,51.22789725363255
Ballari,2017-06-18,8.15051800608635
Ballari,2017-06-25,9.443874442577362
Ballari,2017-07-02,3.3091650009155273
Ballari,2017-07-09,4.9884796172380454
Ballari,2017-07-16,16.11545837819576
Ballari,2017-07-23,12.534091621637344
Ballari,2017-07-30,0.6708686292171477
Ballari,2017-08-06,7.168780605494977
Ballari,2017-08-13,34.9995736554265
Ballari,2017-08-20,22.22744088768959
Ballari,2017-08-27,50.935998749732974
Ballari,2017-09-03,15.623569571971892
Ballari,2017-09-10,81.39066388905049
Ballari,2017-09-17,60.859334707260125
Ballari,2017-09-24,2.190667915344238
Ballari,2017-10-01,118.97629745602607
Ballari,2017-10-08,50.22445475906133
Ballari,2017-10-15,87.27456212341785
Ballari,2017-10-22,4.542578375339508
Ballari,2017-10-29,1.0535870432853698
Ballari,2017-11-05,0.0
Ballari,2017-11-12,1.3196048423647881
Ballari,2017-11-19,0.0
Ballari,2017-11-26,0.0
Ballari,2017-12-03,0.08440223336219788
Ballari,2017-12-10,0.0
Ballari,2017-12-17,0.0
Ballari,2017-12-24,0.0
Ballari,2017-12-31,0.0
Ballari,2018-01-07,0.0
Ballari,2018-01-14,0.0
Ballari,2018-01-21,0.0
Ballari,2018-01-28,0.0
Ballari,2018-02-04,0.0
Ballari,2018-02-11,0.0
Ballari,2018-02-18,0.0
Ballari,2018-02-25,0.0
Ballari,2018-03-04,0.0
Ballari,2018-03-11,0.0
Ballari,2018-03-18,0.0
Ballari,2018-03-25,0.0
Ballari,2018-04-01,0.0
Ballari,2018-04-08,0.0
