district,week_start,week_end_sunday,iso_year,iso_week,imd_rain_mm,week_start_imd,nasa_prectotcorr,T2M_MAX,T2M_MIN,T2M,RH2M
Chikkaballapura,2020-01-20,2020-01-26,2020,4,0.0,2020-01-27,0.03,29.78142857142857,15.421428571428573,21.388571428571428,68.14571428571428
Chikkaballapura,2020-01-27,2020-02-02,2020,5,0.0,2020-02-03,0.0,30.708571428571428,14.521428571428572,21.57857142857143,61.74285714285714
Chikkaballapura,2020-02-03,2020-02-09,2020,6,0.0,2020-02-10,0.0,32.40428571428571,17.332857142857144,23.95142857142857,59.5
Chikkaballapura,2020-02-10,2020-02-16,2020,7,0.0,2020-02-17,0.0,31.99571428571429,17.277142857142856,23.74285714285714,59.39714285714285
Chikkaballapura,2020-02-17,2020-02-23,2020,8,0.0,2020-02-24,0.0,32.808571428571426,15.177142857142856,23.15571428571429,49.294285714285714
Chikkaballapura,2020-02-24,2020-03-01,2020,9,0.0,2020-03-02,0.0,33.69285714285714,15.505714285714284,23.73857142857143,52.94285714285714
Chikkaballapura,2020-03-02,2020-03-08,2020,10,9.963499245047569,2020-03-09,0.06,33.457142857142856,18.93857142857143,25.75857142857143,54.45
Chikkaballapura,2020-03-09,2020-03-15,2020,11,0.354218715429306,2020-03-16,4.0600000000000005,33.387142857142855,20.82428571428571,26.924285714285716,53.691428571428574
Chikkaballapura,2020-03-16,2020-03-22,2020,12,0.0,2020-03-23,0.0,36.24,19.198571428571427,27.27285714285714,46.86857142857143
Chikkaballapura,2020-03-23,2020-03-29,2020,13,0.0,2020-03-30,3.78,36.18571428571428,20.18857142857143,28.04,41.02571428571429
Chikkaballapura,2020-03-30,2020-04-05,2020,14,0.0,2020-04-06,0.57,36.16571428571429,18.35142857142857,27.118571428571425,40.91285714285714
Chikkaballapura,2020-04-06,2020-04-12,2020,15,13.418570566177369,2020-04-13,4.47,37.35714285714285,19.937142857142856,28.517142857142854,42.80571428571428
Chikkaballapura,2020-04-13,2020-04-19,2020,16,0.0,2020-04-20,17.39,34.27142857142857,20.70285714285714,27.02285714285714,54.00142857142857
Chikkaballapura,2020-04-20,2020-04-26,2020,17,17.088638281822206,2020-04-27,0.0,37.371428571428574,19.964285714285715,28.46857142857143,44.16
Chikkaballapura,2020-04-27,2020-05-03,2020,18,29.21033114790917,2020-05-04,8.01,35.97428571428571,22.978571428571428,29.12,52.651428571428575
Chikkaballapura,2020-05-04,2020-05-10,2020,19,15.095407557487489,2020-05-11,38.96,35.11714285714286,22.301428571428573,28.18285714285714,60.387142857142855
Chikkaballapura,2020-05-11,2020-05-17,2020,20,0.0,2020-05-18,5.0600000000000005,36.00714285714286,22.56142857142857,28.8,56.04714285714287
Chikkaballapura,2020-05-18,2020-05-24,2020,21,8.958642160892486,2020-05-25,7.27,35.52285714285714,22.591428571428573,28.487142857142857,53.55285714285714
Chikkaballapura,2020-05-25,2020-05-31,2020,22,17.410933043062688,2020-06-01,10.76,37.00285714285714,23.107142857142858,29.83142857142857,50.61714285714286
Chikkaballapura,2020-06-01,2020-06-07,2020,23,6.806608206033706,2020-06-08,47.75,31.85,22.94142857142857,27.107142857142858,70.5
Chikkaballapura,2020-06-08,2020-06-14,2020,24,8.981794816255569,2020-06-15,6.800000000000001,30.568571428571428,21.247142857142855,25.395714285714288,70.81
Chikkaballapura,2020-06-15,2020-06-21,2020,25,0.376075279712677,2020-06-22,22.13,31.14142857142857,20.36428571428572,25.087142857142855,68.35285714285715
Chikkaballapura,2020-06-22,2020-06-28,2020,26,51.05187872648239,2020-06-29,4.35,31.367142857142856,21.11,25.568571428571428,67.86
Chikkaballapura,2020-06-29,2020-07-05,2020,27,89.04508936405182,2020-07-06,137.05,28.888571428571428,20.958571428571428,24.478571428571428,78.28285714285714
Chikkaballapura,2020-07-06,2020-07-12,2020,28,77.62370216548442,2020-07-13,19.48,28.24571428571429,20.035714285714285,23.554285714285715,79.44571428571429
Chikkaballapura,2020-07-13,2020-07-19,2020,29,39.01982469856739,2020-07-20,58.55,27.395714285714288,20.48428571428571,23.472857142857144,82.20714285714287
Chikkaballapura,2020-07-20,2020-07-26,2020,30,73.8934369802475,2020-07-27,54.88,27.294285714285717,20.37,23.414285714285715,83.08571428571429
Chikkaballapura,2020-07-27,2020-08-02,2020,31,56.86868323683738,2020-08-03,29.65,27.985714285714288,20.5,23.68857142857143,82.35000000000001
Chikkaballapura,2020-08-03,2020-08-09,2020,32,8.099960228800773,2020-08-10,60.05,26.90571428571429,20.28857142857143,23.185714285714283,86.26
Chikkaballapura,2020-08-10,2020-08-16,2020,33,3.119728037714958,2020-08-17,16.67,27.388571428571428,20.4,23.235714285714288,83.31714285714285
Chikkaballapura,2020-08-17,2020-08-23,2020,34,17.01347203552723,2020-08-24,6.25,27.945714285714285,19.9,23.335714285714285,82.38142857142857
Chikkaballapura,2020-08-24,2020-08-30,2020,35,8.8293985247612,2020-08-31,16.69,28.47142857142857,20.06714285714286,23.844285714285714,82.78428571428572
Chikkaballapura,2020-08-31,2020-09-06,2020,36,79.67619738578796,2020-09-07,12.4,28.04,20.728571428571428,23.99571428571429,81.31428571428572
Chikkaballapura,2020-09-07,2020-09-13,2020,37,42.51010388433933,2020-09-14,44.61,27.457142857142856,20.632857142857144,23.755714285714284,86.03428571428572
Chikkaballapura,2020-09-14,2020-09-20,2020,38,30.644622085988523,2020-09-21,72.10000000000001,26.602857142857143,19.647142857142857,22.65,85.67999999999999
Chikkaballapura,2020-09-21,2020-09-27,2020,39,19.78377585709095,2020-09-28,34.34,26.967142857142854,19.214285714285715,22.554285714285715,85.28142857142858
Chikkaballapura,2020-09-28,2020-10-04,2020,40,53.55643156170845,2020-10-05,25.22,27.024285714285718,18.64,22.31,84.21428571428571
Chikkaballapura,2020-10-05,2020-10-11,2020,41,42.74366731643677,2020-10-12,43.07,26.50857142857143,19.54714285714286,22.43857142857143,86.19142857142857
Chikkaballapura,2020-10-12,2020-10-18,2020,42,23.00950255095959,2020-10-19,118.06,26.70142857142857,19.49857142857143,22.77285714285714,85.67714285714285
Chikkaballapura,2020-10-19,2020-10-25,2020,43,53.19176415354013,2020-10-26,27.64,26.49285714285714,19.341428571428573,22.415714285714284,87.26857142857143
Chikkaballapura,2020-10-26,2020-11-01,2020,44,0.0,2020-11-02,55.9,26.638571428571428,19.58142857142857,22.587142857142855,87.47571428571429
Chikkaballapura,2020-11-02,2020-11-08,2020,45,4.992821836471558,2020-11-09,0.97,26.40714285714285,17.751428571428573,21.58,84.03571428571429
Chikkaballapura,2020-11-09,2020-11-15,2020,46,6.24411788880825,2020-11-16,9.78,26.914285714285715,18.505714285714284,22.237142857142857,87.39857142857143
Chikkaballapura,2020-11-16,2020-11-22,2020,47,17.054409125447272,2020-11-23,37.38,25.794285714285717,17.365714285714287,21.048571428571428,89.30857142857143
Chikkaballapura,2020-11-23,2020-11-29,2020,48,69.69066416025161,2020-11-30,2.84,25.857142857142858,15.741428571428573,20.22714285714286,84.67999999999999
Chikkaballapura,2020-11-30,2020-12-06,2020,49,8.537038406729698,2020-12-07,49.8,23.985714285714288,17.635714285714283,20.33285714285714,91.27
Chikkaballapura,2020-12-07,2020-12-13,2020,50,16.533765983581542,2020-12-14,16.91,24.87,17.71857142857143,20.752857142857145,89.34714285714287
Chikkaballapura,2020-12-14,2020-12-20,2020,51,0.0,2020-12-21,5.97,25.268571428571427,14.755714285714284,19.162857142857145,84.11
Chikkaballapura,2020-12-21,2020-12-27,2020,52,0.0,2020-12-28,0.17,24.68,15.325714285714286,19.33857142857143,86.19285714285715
Chikkaballapura,2020-12-28,2021-01-03,2020,53,0.0,2021-01-04,0.0,25.27857142857143,13.345714285714283,18.352857142857143,83.06428571428572
Chikkaballapura,2021-01-04,2021-01-10,2021,1,10.65478057563305,2021-01-11,1.0,25.724285714285717,15.70142857142857,19.90714285714285,84.78999999999999
Chikkaballapura,2021-01-11,2021-01-17,2021,2,0.0,2021-01-18,27.27,26.092857142857145,17.864285714285717,21.267142857142854,87.16714285714285
Chikkaballapura,2021-01-18,2021-01-24,2021,3,0.0,2021-01-25,0.02,26.388571428571428,15.405714285714286,20.078571428571426,80.91571428571429
Chikkaballapura,2021-01-25,2021-01-31,2021,4,0.0,2021-02-01,0.0,28.375714285714285,14.912857142857144,20.551428571428573,74.30571428571429
Chikkaballapura,2021-02-01,2021-02-07,2021,5,0.0,2021-02-08,0.0,28.224285714285717,13.21,19.83428571428572,69.32714285714286
Chikkaballapura,2021-02-08,2021-02-14,2021,6,0.0,2021-02-15,0.01,28.238571428571426,13.194285714285714,19.69142857142857,67.13285714285715
Chikkaballapura,2021-02-15,2021-02-21,2021,7,11.609662967920304,2021-02-22,0.0,29.517142857142854,11.704285714285716,19.502857142857145,60.45857142857143
Chikkaballapura,2021-02-22,2021-02-28,2021,8,7.710874366760254,2021-03-01,19.85,28.81571428571429,15.334285714285716,21.09,68.82000000000001
Chikkaballapura,2021-03-01,2021-03-07,2021,9,0.0,2021-03-08,0.0,32.59428571428571,15.875714285714285,23.252857142857145,53.78714285714285
Chikkaballapura,2021-03-08,2021-03-14,2021,10,0.0,2021-03-15,0.0,33.190000000000005,14.512857142857143,23.21142857142857,51.33571428571429
Chikkaballapura,2021-03-15,2021-03-21,2021,11,0.0,2021-03-22,0.0,34.07714285714285,16.25857142857143,24.737142857142857,50.31142857142857
Chikkaballapura,2021-03-22,2021-03-28,2021,12,0.0,2021-03-29,0.0,34.61714285714286,17.63,25.677142857142854,42.205714285714286
Chikkaballapura,2021-03-29,2021-04-04,2021,13,0.0,2021-04-05,0.0,35.95428571428572,19.22,27.43857142857143,43.76571428571429
Chikkaballapura,2021-04-05,2021-04-11,2021,14,0.0,2021-04-12,0.01,37.84571428571429,21.26571428571429,29.40142857142857,35.14714285714286
Chikkaballapura,2021-04-12,2021-04-18,2021,15,9.309767818450927,2021-04-19,0.22,36.74857142857143,19.912857142857145,28.27857142857143,44.03714285714285
Chikkaballapura,2021-04-19,2021-04-25,2021,16,41.9029039978981,2021-04-26,22.22,33.707142857142856,21.165714285714284,27.015714285714285,60.44857142857143
Chikkaballapura,2021-04-26,2021-05-02,2021,17,11.698925995826722,2021-05-03,38.71,32.78142857142857,21.825714285714287,26.922857142857143,63.59285714285714
Chikkaballapura,2021-05-03,2021-05-09,2021,18,0.2809167981147766,2021-05-10,1.31,34.85,21.544285714285717,27.64,59.614285714285714
Chikkaballapura,2021-05-10,2021-05-16,2021,19,17.57587553858757,2021-05-17,1.83,36.14142857142857,22.06,28.58285714285714,56.81714285714286
Chikkaballapura,2021-05-17,2021-05-23,2021,20,58.576810613274574,2021-05-24,31.87,32.675714285714285,22.37857142857143,27.14428571428571,67.9057142857143
Chikkaballapura,2021-05-24,2021-05-30,2021,21,7.278086084127426,2021-05-31,47.09,30.345714285714287,21.84,25.57857142857143,73.41285714285713
Chikkaballapura,2021-05-31,2021-06-06,2021,22,89.95023947954178,2021-06-07,19.09,32.175714285714285,20.712857142857143,26.03857142857143,68.60571428571428
Chikkaballapura,2021-06-07,2021-06-13,2021,23,2.307902401685715,2021-06-14,83.27000000000001,29.37142857142857,21.34,25.04142857142857,76.71285714285715
Chikkaballapura,2021-06-14,2021-06-20,2021,24,1.7968988925218583,2021-06-21,5.69,30.035714285714285,20.01571428571429,24.318571428571428,71.31285714285714
Chikkaballapura,2021-06-21,2021-06-27,2021,25,7.854826632142067,2021-06-28,4.33,29.15,20.50857142857143,24.19428571428572,74.14857142857143
Chikkaballapura,2021-06-28,2021-07-04,2021,26,20.212267231941222,2021-07-05,6.58,30.177142857142854,19.954285714285717,24.41142857142857,70.80714285714285
Chikkaballapura,2021-07-05,2021-07-11,2021,27,57.14652539491654,2021-07-12,62.0,29.104285714285712,21.252857142857145,24.908571428571427,77.93142857142857
Chikkaballapura,2021-07-12,2021-07-18,2021,28,88.42783166468143,2021-07-19,23.92,27.24714285714285,20.428571428571427,23.398571428571422,81.14
Chikkaballapura,2021-07-19,2021-07-25,2021,29,12.680667658150195,2021-07-26,69.66,28.04,20.395714285714284,23.574285714285715,81.87
Chikkaballapura,2021-07-26,2021-08-01,2021,30,6.907639023661614,2021-08-02,34.98,28.76142857142857,20.095714285714283,23.83142857142857,79.66714285714285
Chikkaballapura,2021-08-02,2021-08-08,2021,31,5.913326260447501,2021-08-09,2.68,29.472857142857144,19.72571428571428,23.961428571428574,77.06142857142858
Chikkaballapura,2021-08-09,2021-08-15,2021,32,32.29063850045204,2021-08-16,15.62,29.74571428571429,20.24571428571429,24.45142857142857,78.07571428571428
Chikkaballapura,2021-08-16,2021-08-22,2021,33,18.574883964657783,2021-08-23,18.24,27.122857142857143,20.518571428571427,23.205714285714286,81.95714285714287
Chikkaballapura,2021-08-23,2021-08-29,2021,34,89.36208262443543,2021-08-30,25.5,28.65714285714285,19.131428571428568,23.412857142857145,77.47285714285714
Chikkaballapura,2021-08-30,2021-09-05,2021,35,22.07935944646597,2021-09-06,33.44,27.68,20.06,23.414285714285715,80.31285714285715
Chikkaballapura,2021-09-06,2021-09-12,2021,36,5.678898444771766,2021-09-13,48.07,26.84857142857143,19.40142857142857,22.64428571428571,81.47428571428573
Chikkaballapura,2021-09-13,2021-09-19,2021,37,0.3566411525011063,2021-09-20,4.99,28.44142857142857,19.624285714285715,23.40285714285714,80.92285714285715
Chikkaballapura,2021-09-20,2021-09-26,2021,38,17.057645267248155,2021-09-27,26.42,28.962857142857143,20.06571428571429,24.228571428571428,79.1842857142857
Chikkaballapura,2021-09-27,2021-10-03,2021,39,8.684417983889581,2021-10-04,27.95,27.608571428571427,20.148571428571422,23.25,82.91428571428571
Chikkaballapura,2021-10-04,2021-10-10,2021,40,137.89977725148202,2021-10-11,39.99,28.08142857142857,19.31714285714286,23.195714285714285,82.40142857142858
Chikkaballapura,2021-10-11,2021-10-17,2021,41,51.16430788040161,2021-10-18,70.15,27.13714285714286,20.38714285714286,23.27857142857143,87.13142857142857
Chikkaballapura,2021-10-18,2021-10-24,2021,42,46.87389215826988,2021-10-25,61.72,27.382857142857144,20.20142857142857,23.442857142857143,85.31285714285715
Chikkaballapura,2021-10-25,2021-10-31,2021,43,9.8799334526062,2021-11-01,33.92,26.85571428571429,19.98428571428571,23.02,86.37714285714286
Chikkaballapura,2021-11-01,2021-11-07,2021,44,25.623070746660236,2021-11-08,10.9,26.01142857142857,18.842857142857145,21.934285714285718,87.98142857142857
Chikkaballapura,2021-11-08,2021-11-14,2021,45,56.948434725403786,2021-11-15,38.52,25.005714285714284,19.25142857142857,21.54,90.66285714285712
Chikkaballapura,2021-11-15,2021-11-21,2021,46,172.92420659065246,2021-11-22,68.19,24.914285714285715,18.47571428571429,21.117142857142856,89.84571428571428
Chikkaballapura,2021-11-22,2021-11-28,2021,47,7.703292173147202,2021-11-29,88.17,25.73,19.285714285714285,22.06714285714286,90.59285714285714
Chikkaballapura,2021-11-29,2021-12-05,2021,48,11.55390099287033,2021-12-06,11.510000000000002,25.07857142857143,18.65857142857143,21.23428571428571,89.80571428571429
Chikkaballapura,2021-12-06,2021-12-12,2021,49,8.367837524414062,2021-12-13,1.83,25.985714285714288,18.235714285714288,21.42142857142857,85.47571428571428
Chikkaballapura,2021-12-13,2021-12-19,2021,50,3.055047303438186,2021-12-20,8.55,25.71,17.52142857142857,20.92,87.97285714285714
Chikkaballapura,2021-12-20,2021-12-26,2021,51,0.0,2021-12-27,0.36,24.224285714285717,14.972857142857142,18.60571428571429,85.86142857142856
Chikkaballapura,2021-12-27,2022-01-02,2021,52,0.1725048556923866,2022-01-03,0.0,25.532857142857143,11.944285714285714,17.76,78.47428571428573
Chikkaballapura,2022-01-03,2022-01-09,2022,1,0.0,2022-01-10,4.61,25.187142857142856,15.53285714285714,19.65285714285714,85.16
Chikkaballapura,2022-01-10,2022-01-16,2022,2,0.0518114209175109,2022-01-17,0.0,26.177142857142854,15.4,19.972857142857144,81.34857142857143
Chikkaballapura,2022-01-17,2022-01-23,2022,3,0.0,2022-01-24,0.14,27.31,16.907142857142855,21.388571428571428,79.67428571428572
Chikkaballapura,2022-01-24,2022-01-30,2022,4,1.249268126487732,2022-01-31,0.01,28.148571428571422,14.065714285714288,20.397142857142857,67.95285714285714
Chikkaballapura,2022-01-31,2022-02-06,2022,5,0.0,2022-02-07,0.81,28.135714285714283,16.19142857142857,21.287142857142857,76.70142857142856
Chikkaballapura,2022-02-07,2022-02-13,2022,6,0.0,2022-02-14,0.0,30.344285714285714,15.861428571428572,22.214285714285715,68.78428571428572
Chikkaballapura,2022-02-14,2022-02-20,2022,7,0.0,2022-02-21,0.0,29.585714285714285,14.411428571428573,21.138571428571428,66.72142857142858
Chikkaballapura,2022-02-21,2022-02-27,2022,8,0.0,2022-02-28,0.0,30.897142857142857,15.324285714285711,22.45142857142857,63.925714285714285
Chikkaballapura,2022-02-28,2022-03-06,2022,9,0.0,2022-03-07,0.0,32.15,15.097142857142858,22.752857142857145,57.20428571428572
Chikkaballapura,2022-03-07,2022-03-13,2022,10,0.0,2022-03-14,0.0,31.231428571428573,15.612857142857145,22.86428571428572,48.94714285714286
Chikkaballapura,2022-03-14,2022-03-20,2022,11,0.4788815259933471,2022-03-21,0.0,34.25142857142857,17.874285714285715,25.427142857142854,39.98142857142857
Chikkaballapura,2022-03-21,2022-03-27,2022,12,4.831940245628357,2022-03-28,4.73,35.68571428571429,20.06714285714286,27.42,38.49428571428571
Chikkaballapura,2022-03-28,2022-04-03,2022,13,0.0,2022-04-04,4.04,36.15714285714286,20.915714285714284,28.164285714285715,52.32714285714286
Chikkaballapura,2022-04-04,2022-04-10,2022,14,0.0,2022-04-11,0.27,37.39714285714285,22.04,29.25142857142857,44.84571428571429
Chikkaballapura,2022-04-11,2022-04-17,2022,15,15.515375101566317,2022-04-18,0.8300000000000001,36.45285714285714,19.384285714285717,27.91714285714286,48.27857142857143
Chikkaballapura,2022-04-18,2022-04-24,2022,16,4.856116521358491,2022-04-25,42.82,35.37714285714286,21.321428571428573,27.93142857142857,55.69857142857143
Chikkaballapura,2022-04-25,2022-05-01,2022,17,0.2125986546277999,2022-05-02,3.51,35.07,21.07857142857143,27.462857142857143,58.84
Chikkaballapura,2022-05-02,2022-05-08,2022,18,22.087774258852004,2022-05-09,18.880000000000003,37.56142857142857,22.017142857142854,29.69142857142857,50.42
Chikkaballapura,2022-05-09,2022-05-15,2022,19,26.869814340770244,2022-05-16,35.19,34.62571428571429,22.388571428571428,28.048571428571428,62.14
Chikkaballapura,2022-05-16,2022-05-22,2022,20,103.78818163871765,2022-05-23,53.27,31.032857142857143,22.13,25.99857142857143,73.58
Chikkaballapura,2022-05-23,2022-05-29,2022,21,0.1987582087516784,2022-05-30,78.32,29.49,20.124285714285715,24.4,77.14999999999999
Chikkaballapura,2022-05-30,2022-06-05,2022,22,7.197400951385498,2022-06-06,5.3,31.591428571428573,20.83142857142857,25.805714285714284,69.72285714285714
Chikkaballapura,2022-06-06,2022-06-12,2022,23,9.926489162445067,2022-06-13,37.12,29.42,20.75142857142857,24.618571428571432,74.59857142857143
Chikkaballapura,2022-06-13,2022-06-19,2022,24,116.64969033002852,2022-06-20,4.8,30.764285714285712,20.354285714285712,25.115714285714287,71.58
Chikkaballapura,2022-06-20,2022-06-26,2022,25,11.899948428571223,2022-06-27,104.47,27.58,20.385714285714283,23.662857142857145,81.0
Chikkaballapura,2022-06-27,2022-07-03,2022,26,14.964045721292496,2022-07-04,5.13,27.74285714285714,19.94142857142857,23.365714285714287,80.17428571428572
Chikkaballapura,2022-07-04,2022-07-10,2022,27,28.492165279388427,2022-07-11,15.49,28.304285714285715,20.53,23.86285714285714,80.50571428571428
Chikkaballapura,2022-07-11,2022-07-17,2022,28,15.236387777328492,2022-07-18,23.92,27.215714285714284,19.96857142857143,22.99571428571429,81.28
Chikkaballapura,2022-07-18,2022-07-24,2022,29,5.928959995508194,2022-07-25,15.49,28.19428571428572,19.897142857142857,23.46142857142857,78.43285714285715
Chikkaballapura,2022-07-25,2022-07-31,2022,30,34.18702464997769,2022-08-01,28.82,27.76,20.131428571428568,23.482857142857146,81.33428571428571
Chikkaballapura,2022-08-01,2022-08-07,2022,31,94.35284715890884,2022-08-08,66.37,27.585714285714285,20.408571428571427,23.83857142857143,81.90714285714286
Chikkaballapura,2022-08-08,2022-08-14,2022,32,3.173739373683929,2022-08-15,70.42,27.52142857142857,20.06714285714286,23.422857142857143,82.69857142857143
Chikkaballapura,2022-08-15,2022-08-21,2022,33,0.1195289492607116,2022-08-22,1.69,29.10571428571429,18.85142857142857,23.304285714285715,78.63714285714286
Chikkaballapura,2022-08-22,2022-08-28,2022,34,66.84337491393089,2022-08-29,319.98,27.898571428571422,19.76571428571429,23.51,82.36999999999999
Chikkaballapura,2022-08-29,2022-09-04,2022,35,64.05294501781464,2022-09-05,127.51,26.312857142857144,19.827142857142857,22.692857142857143,87.72142857142856
Chikkaballapura,2022-09-05,2022-09-11,2022,36,77.59671009778977,2022-09-12,102.38,27.77428571428572,20.172857142857143,23.67,85.56714285714285
Chikkaballapura,2022-09-12,2022-09-18,2022,37,5.078350047767162,2022-09-19,48.150000000000006,26.83285714285714,20.037142857142857,22.924285714285716,86.70857142857143
Chikkaballapura,2022-09-19,2022-09-25,2022,38,1.5854908227920532,2022-09-26,7.679999999999999,27.15,19.321428571428573,22.958571428571428,86.37857142857142
Chikkaballapura,2022-09-26,2022-10-02,2022,39,33.65413718819618,2022-10-03,8.17,27.238571428571426,18.564285714285717,22.395714285714284,83.11857142857143
Chikkaballapura,2022-10-03,2022-10-09,2022,40,15.357287833094595,2022-10-10,29.42,25.842857142857145,19.222857142857144,21.99714285714285,87.96142857142857
Chikkaballapura,2022-10-10,2022-10-16,2022,41,71.59400071501732,2022-10-17,41.19,25.78,19.665714285714284,22.231428571428573,89.03857142857143
Chikkaballapura,2022-10-17,2022-10-23,2022,42,36.16297175884247,2022-10-24,85.36,27.537142857142857,20.24571428571429,23.337142857142855,88.35000000000001
Chikkaballapura,2022-10-24,2022-10-30,2022,43,3.0527578830718998,2022-10-31,44.56,26.52857142857143,18.34714285714286,21.86285714285714,85.21285714285715
Chikkaballapura,2022-10-31,2022-11-06,2022,44,6.70586284250021,2022-11-07,4.59,25.802857142857142,16.257142857142856,20.52285714285714,82.14857142857143
Chikkaballapura,2022-11-07,2022-11-13,2022,45,7.839583480358124,2022-11-14,21.42,25.325714285714287,16.78142857142857,20.482857142857146,87.96428571428571
Chikkaballapura,2022-11-14,2022-11-20,2022,46,3.532950270175934,2022-11-21,22.07,25.16142857142857,17.818571428571428,20.94,89.15428571428572
Chikkaballapura,2022-11-21,2022-11-27,2022,47,15.378990626335144,2022-11-28,0.53,24.072857142857146,14.517142857142858,18.635714285714283,83.29857142857144
Chikkaballapura,2022-11-28,2022-12-04,2022,48,0.0,2022-12-05,12.55,26.551428571428573,17.889999999999997,21.59142857142857,87.24142857142859
Chikkaballapura,2022-12-05,2022-12-11,2022,49,64.96358919143677,2022-12-12,0.09,26.481428571428573,16.752857142857142,20.97,85.71285714285715
Chikkaballapura,2022-12-12,2022-12-18,2022,50,32.530043160915376,2022-12-19,78.11000000000001,23.891428571428573,16.267142857142858,19.53,86.61285714285714
Chikkaballapura,2022-12-19,2022-12-25,2022,51,0.0,2022-12-26,7.729999999999999,25.704285714285717,16.194285714285716,20.13,84.91428571428571
Chikkaballapura,2022-12-26,2023-01-01,2022,52,2.928078842163086,2023-01-02,4.6,26.027142857142856,14.977142857142857,19.60571428571429,85.09714285714287
Chikkaballapura,2023-01-02,2023-01-08,2023,1,0.0,2023-01-09,0.31,26.445714285714285,15.3,20.04,81.18142857142857
Chikkaballapura,2023-01-09,2023-01-15,2023,2,0.0,2023-01-16,0.0,25.054285714285715,14.467142857142855,18.914285714285715,81.61714285714287
Chikkaballapura,2023-01-16,2023-01-22,2023,3,0.0,2023-01-23,0.0,27.24571428571429,10.977142857142857,17.775714285714287,69.44857142857143
Chikkaballapura,2023-01-23,2023-01-29,2023,4,0.0,2023-01-30,0.0,27.24571428571429,12.714285714285714,18.935714285714287,74.28857142857143
Chikkaballapura,2023-01-30,2023-02-05,2023,5,0.0,2023-02-06,0.07,27.93142857142857,13.987142857142857,19.818571428571428,71.83857142857143
Chikkaballapura,2023-02-06,2023-02-12,2023,6,0.0,2023-02-13,0.02,29.238571428571426,15.491428571428573,21.447142857142858,67.22714285714287
Chikkaballapura,2023-02-13,2023-02-19,2023,7,0.0,2023-02-20,0.0,31.235714285714288,15.224285714285717,22.110000000000003,57.285714285714285
Chikkaballapura,2023-02-20,2023-02-26,2023,8,0.0,2023-02-27,0.0,31.60571428571429,14.521428571428572,21.955714285714286,55.37285714285714
Chikkaballapura,2023-02-27,2023-03-05,2023,9,0.0,2023-03-06,0.0,32.58857142857143,14.021428571428572,22.412857142857145,46.62
Chikkaballapura,2023-03-06,2023-03-12,2023,10,0.0,2023-03-13,0.0,32.51857142857143,14.53,22.897142857142857,42.56714285714286
Chikkaballapura,2023-03-13,2023-03-19,2023,11,36.89573342800141,2023-03-20,0.0,32.544285714285714,15.384285714285712,23.72571428571429,47.23
Chikkaballapura,2023-03-20,2023-03-26,2023,12,2.449040022492409,2023-03-27,29.77,32.60857142857143,19.5,25.49428571428572,58.59142857142857
Chikkaballapura,2023-03-27,2023-04-02,2023,13,10.818123038113116,2023-04-03,1.1800000000000002,33.955714285714286,19.5,26.24857142857143,57.48857142857143
Chikkaballapura,2023-04-03,2023-04-09,2023,14,0.3136352568864822,2023-04-10,1.2,35.07142857142857,21.51571428571429,28.11142857142857,49.79571428571428
Chikkaballapura,2023-04-10,2023-04-16,2023,15,0.0,2023-04-17,7.3,34.89,20.057142857142857,27.077142857142857,52.85714285714285
Chikkaballapura,2023-04-17,2023-04-23,2023,16,4.37971215248108,2023-04-24,0.0,37.01571428571429,20.99428571428572,28.58,30.59714285714286
Chikkaballapura,2023-04-24,2023-04-30,2023,17,7.880739855766296,2023-05-01,3.27,37.294285714285714,21.915714285714284,29.252857142857145,43.37428571428571
Chikkaballapura,2023-05-01,2023-05-07,2023,18,36.10734737068415,2023-05-08,40.52,34.36857142857143,22.054285714285715,27.610000000000003,58.2
Chikkaballapura,2023-05-08,2023-05-14,2023,19,11.613667038083076,2023-05-15,41.78,29.801428571428573,21.424285714285716,25.017142857142854,76.69000000000001
Chikkaballapura,2023-05-15,2023-05-21,2023,20,0.2532855033874511,2023-05-22,6.23,35.128571428571426,22.095714285714287,28.19142857142857,61.417142857142856
Chikkaballapura,2023-05-22,2023-05-28,2023,21,13.306305685639382,2023-05-29,16.06,35.15,23.087142857142855,28.67142857142857,58.69571428571429
Chikkaballapura,2023-05-29,2023-06-04,2023,22,31.794688439369203,2023-06-05,13.41,34.425714285714285,22.442857142857143,28.141428571428573,60.371428571428574
Chikkaballapura,2023-06-05,2023-06-11,2023,23,3.267070183157921,2023-06-12,35.93,33.2,22.48428571428571,27.367142857142856,65.28428571428572
Chikkaballapura,2023-06-12,2023-06-18,2023,24,0.8515913739800454,2023-06-19,28.72,32.84571428571429,21.85142857142857,26.77142857142857,67.10428571428572
Chikkaballapura,2023-06-19,2023-06-25,2023,25,51.54811587929726,2023-06-26,2.88,32.614285714285714,21.86142857142857,26.85,66.61
Chikkaballapura,2023-06-26,2023-07-02,2023,26,16.88151415064931,2023-07-03,35.58,29.59714285714286,20.782857142857143,24.782857142857143,73.16857142857143
Chikkaballapura,2023-07-03,2023-07-09,2023,27,26.81663725078106,2023-07-10,23.52,30.06714285714286,20.262857142857143,24.648571428571422,70.00857142857143
Chikkaballapura,2023-07-10,2023-07-16,2023,28,10.601508229970932,2023-07-17,15.919999999999998,29.76571428571429,20.31142857142857,24.277142857142856,74.45857142857143
